94489280551,LOCAL,,user_id,5,,<empty>,22,user_id,,,2,,ANY
94489280552,LOCAL,backend\\middleware_channels.py:<module>.get_user:AnonymousUser,AnonymousUser,16,,<empty>,18,AnonymousUser,,,4,,ANY
94489280553,LOCAL,,__init__,5,,<empty>,31,__init__,,,5,,ANY
94489280554,LOCAL,,__call__,5,,<empty>,34,__call__,,,6,,ANY
94489280555,LOCAL,,__newInstance,18,,<empty>,31,__newInstance,,,1,,ANY
94489280556,LOCAL,,tmp2,26,,<empty>,35,tmp2,,,1,,ANY
94489280557,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:parse_qs,parse_qs,17,,<empty>,35,parse_qs,,,2,,ANY
94489280558,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:parse_qs,<captured>parse_qs,17,,<empty>,35,<captured>parse_qs,,,7,,ANY
94489280559,LOCAL,,tmp1,17,,<empty>,35,tmp1,,,3,,ANY
94489280560,LOCAL,,token,9,,<empty>,35,token,,,4,,ANY
94489280561,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:get_user_id,get_user_id,23,,<empty>,38,get_user_id,,,5,,ANY
94489280562,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:get_user_id,<captured>get_user_id,23,,<empty>,38,<captured>get_user_id,,,8,,ANY
94489280563,LOCAL,,user_id,13,,<empty>,38,user_id,,,6,,ANY
94489280564,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:get_user,get_user,35,,<empty>,39,get_user,,,7,,ANY
94489280565,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:get_user,<captured>get_user,35,,<empty>,39,<captured>get_user,,,9,,ANY
94489280566,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.__call__:AnonymousUser,AnonymousUser,69,,<empty>,39,AnonymousUser,,,8,,ANY
94489280567,LOCAL,backend\\middleware_channels.py:<module>.UUIDAuthMiddleware.<body>:AnonymousUser,<captured>AnonymousUser,69,,<empty>,39,<captured>AnonymousUser,,,10,,ANY
94489280568,LOCAL,,DebugPermission,1,,<empty>,5,DebugPermission,,,3,,ANY
94489280569,LOCAL,,settings,1,,<empty>,1,settings,,,4,,ANY
94489280570,LOCAL,,import,1,,<empty>,1,import,,,5,,ANY
94489280571,LOCAL,,BasePermission,1,,<empty>,2,BasePermission,,,6,,ANY
94489280572,LOCAL,,has_permission,5,,<empty>,10,has_permission,,,3,,ANY
94489280573,LOCAL,,__newInstance,1,,<empty>,5,__newInstance,,,1,,ANY
94489280574,LOCAL,backend\\permissions.py:<module>.DebugPermission.has_permission:settings,settings,16,,<empty>,11,settings,,,1,,ANY
94489280575,LOCAL,backend\\permissions.py:<module>.DebugPermission.<body>:settings,<captured>settings,16,,<empty>,11,<captured>settings,,,4,,ANY
94489280576,LOCAL,,r,1,,<empty>,4,r,,,1,,ANY
94489280577,LOCAL,,redis,1,,<empty>,1,redis,,,2,,ANY
94489280578,LOCAL,,import,1,,<empty>,1,import,,,3,,ANY
94489280579,LOCAL,,settings,1,,<empty>,2,settings,,,4,,ANY
94489280580,LOCAL,,websocket_urlpatterns,1,,<empty>,3,websocket_urlpatterns,,,1,,ANY
94489280581,LOCAL,,job_websocket_urlpatterns,1,,<empty>,1,job_websocket_urlpatterns,,,2,,ANY
94489280582,LOCAL,,import,1,,<empty>,1,import,,,3,,ANY
94489280583,LOCAL,,ip,,,<empty>,,ip,,,1,,ANY
94489280584,LOCAL,,app,,,<empty>,,app,,,1,,ANY
94489280585,LOCAL,,tmp0,12,,<empty>,18,tmp0,,,1,,ANY
94489280586,LOCAL,,BASE_DIR,1,,<empty>,18,BASE_DIR,,,2,,ANY
94489280587,LOCAL,,tmp1,14,,<empty>,25,tmp1,,,3,,ANY
94489280588,LOCAL,,SECRET_KEY,1,,<empty>,25,SECRET_KEY,,,4,,ANY
94489280589,LOCAL,,tmp2,9,,<empty>,28,tmp2,,,5,,ANY
94489280590,LOCAL,,DEBUG,1,,<empty>,28,DEBUG,,,6,,ANY
94489280591,LOCAL,,CORS_ALLOW_ALL_ORIGINS,1,,<empty>,30,CORS_ALLOW_ALL_ORIGINS,,,7,,ANY
94489280592,LOCAL,,tmp3,28,,<empty>,32,tmp3,,,8,,ANY
94489280593,LOCAL,,ALLOWED_HOSTS,1,,<empty>,32,ALLOWED_HOSTS,,,9,,ANY
94489280594,LOCAL,,AUTH_USER_MODEL,1,,<empty>,34,AUTH_USER_MODEL,,,10,,ANY
94489280595,LOCAL,,tmp4,5,,<empty>,38,tmp4,,,11,,ANY
94489280596,LOCAL,,hostname,5,,<empty>,38,hostname,,,12,,ANY
94489280597,LOCAL,,_,15,,<empty>,38,_,,,13,,ANY
94489280598,LOCAL,,ips,18,,<empty>,38,ips,,,14,,ANY
94489280599,LOCAL,,tmp5,20,,<empty>,39,tmp5,,,15,,ANY
94489280600,LOCAL,,tmp6,20,,<empty>,39,tmp6,,,16,,ANY
94489280601,LOCAL,,ip,52,,<empty>,39,ip,,,17,,ANY
94489280602,LOCAL,,INTERNAL_IPS,5,,<empty>,39,INTERNAL_IPS,,,18,,ANY
94489280603,LOCAL,,LOCAL_APPS,1,,<empty>,44,LOCAL_APPS,,,19,,ANY
94489280604,LOCAL,,INSTALLED_APPS,1,,<empty>,51,INSTALLED_APPS,,,20,,ANY
94489280605,LOCAL,,MIDDLEWARE,1,,<empty>,70,MIDDLEWARE,,,21,,ANY
94489280606,LOCAL,,ROOT_URLCONF,1,,<empty>,82,ROOT_URLCONF,,,22,,ANY
94489280607,LOCAL,,tmp7,5,,<empty>,85,tmp7,,,23,,ANY
94489280608,LOCAL,,tmp8,20,,<empty>,90,tmp8,,,24,,ANY
94489280609,LOCAL,,TEMPLATES,1,,<empty>,84,TEMPLATES,,,25,,ANY
94489280610,LOCAL,,WSGI_APPLICATION,1,,<empty>,101,WSGI_APPLICATION,,,26,,ANY
94489280611,LOCAL,,ASGI_APPLICATION,1,,<empty>,102,ASGI_APPLICATION,,,27,,ANY
94489280612,LOCAL,,tmp9,13,,<empty>,108,tmp9,,,28,,ANY
94489280613,LOCAL,,tmp10,16,,<empty>,109,tmp10,,,29,,ANY
94489280614,LOCAL,,tmp11,17,,<empty>,111,tmp11,,,30,,ANY
94489280615,LOCAL,,tmp12,17,,<empty>,112,tmp12,,,31,,ANY
94489280616,LOCAL,,tmp13,21,,<empty>,113,tmp13,,,32,,ANY
94489280617,LOCAL,,tmp14,17,,<empty>,114,tmp14,,,33,,ANY
94489280618,LOCAL,,tmp15,17,,<empty>,115,tmp15,,,34,,ANY
94489280619,LOCAL,,DATABASES,1,,<empty>,108,DATABASES,,,35,,ANY
94489280620,LOCAL,,tmp16,5,,<empty>,124,tmp16,,,36,,ANY
94489280621,LOCAL,,tmp17,5,,<empty>,127,tmp17,,,37,,ANY
94489280622,LOCAL,,tmp18,5,,<empty>,130,tmp18,,,38,,ANY
94489280623,LOCAL,,tmp19,5,,<empty>,133,tmp19,,,39,,ANY
94489280624,LOCAL,,AUTH_PASSWORD_VALIDATORS,1,,<empty>,123,AUTH_PASSWORD_VALIDATORS,,,40,,ANY
94489280625,LOCAL,,LANGUAGE_CODE,1,,<empty>,142,LANGUAGE_CODE,,,41,,ANY
94489280626,LOCAL,,tmp20,13,,<empty>,144,tmp20,,,42,,ANY
94489280627,LOCAL,,TIME_ZONE,1,,<empty>,144,TIME_ZONE,,,43,,ANY
94489280628,LOCAL,,LOCALE_PATHS,1,,<empty>,146,LOCALE_PATHS,,,44,,ANY
94489280629,LOCAL,,USE_I18N,1,,<empty>,150,USE_I18N,,,45,,ANY
94489280630,LOCAL,,USE_TZ,1,,<empty>,152,USE_TZ,,,46,,ANY
94489280631,LOCAL,,STATIC_URL,1,,<empty>,158,STATIC_URL,,,47,,ANY
94489280632,LOCAL,,STATIC_ROOT,1,,<empty>,159,STATIC_ROOT,,,48,,ANY
94489280633,LOCAL,,MEDIA_URL,1,,<empty>,163,MEDIA_URL,,,49,,ANY
94489280634,LOCAL,,tmp21,14,,<empty>,164,tmp21,,,50,,ANY
94489280635,LOCAL,,MEDIA_ROOT,1,,<empty>,164,MEDIA_ROOT,,,51,,ANY
94489280636,LOCAL,,DEFAULT_AUTO_FIELD,1,,<empty>,169,DEFAULT_AUTO_FIELD,,,52,,ANY
94489280637,LOCAL,,tmp22,18,,<empty>,171,tmp22,,,53,,ANY
94489280638,LOCAL,,REST_FRAMEWORK,1,,<empty>,171,REST_FRAMEWORK,,,54,,ANY
94489280639,LOCAL,,tmp23,14,,<empty>,183,tmp23,,,55,,ANY
94489280640,LOCAL,,SIMPLE_JWT,1,,<empty>,183,SIMPLE_JWT,,,56,,ANY
94489280641,LOCAL,,tmp24,20,,<empty>,188,tmp24,,,57,,ANY
94489280642,LOCAL,,tmp25,28,,<empty>,189,tmp25,,,58,,ANY
94489280643,LOCAL,,tmp26,19,,<empty>,190,tmp26,,,59,,ANY
94489280644,LOCAL,,SWAGGER_SETTINGS,1,,<empty>,188,SWAGGER_SETTINGS,,,60,,ANY
94489280645,LOCAL,,tmp27,21,,<empty>,198,tmp27,,,61,,ANY
94489280646,LOCAL,,PROFILE_ORIGIN_ID,1,,<empty>,198,PROFILE_ORIGIN_ID,,,62,,ANY
94489280647,LOCAL,,tmp28,11,,<empty>,200,tmp28,,,63,,ANY
94489280648,LOCAL,,tmp29,19,,<empty>,203,tmp29,,,64,,ANY
94489280649,LOCAL,,tmp30,20,,<empty>,204,tmp30,,,65,,ANY
94489280650,LOCAL,,tmp31,17,,<empty>,209,tmp31,,,66,,ANY
94489280651,LOCAL,,tmp32,20,,<empty>,210,tmp32,,,67,,ANY
94489280652,LOCAL,,tmp33,23,,<empty>,214,tmp33,,,68,,ANY
94489280653,LOCAL,,tmp34,16,,<empty>,220,tmp34,,,69,,ANY
94489280654,LOCAL,,tmp35,21,,<empty>,221,tmp35,,,70,,ANY
94489280655,LOCAL,,tmp36,11,,<empty>,225,tmp36,,,71,,ANY
94489280656,LOCAL,,tmp37,17,,<empty>,225,tmp37,,,72,,ANY
94489280657,LOCAL,,tmp38,11,,<empty>,225,tmp38,,,73,,ANY
94489280658,LOCAL,,app,50,,<empty>,225,app,,,74,,ANY
94489280659,LOCAL,,LOGGING,1,,<empty>,200,LOGGING,,,75,,ANY
94489280660,LOCAL,,tmp39,14,,<empty>,230,tmp39,,,76,,ANY
94489280661,LOCAL,,REDIS_HOST,1,,<empty>,230,REDIS_HOST,,,77,,ANY
94489280662,LOCAL,,tmp40,14,,<empty>,231,tmp40,,,78,,ANY
94489280663,LOCAL,,REDIS_PORT,1,,<empty>,231,REDIS_PORT,,,79,,ANY
94489280664,LOCAL,,tmp41,10,,<empty>,233,tmp41,,,80,,ANY
94489280665,LOCAL,,tmp42,16,,<empty>,234,tmp42,,,81,,ANY
94489280666,LOCAL,,CACHES,1,,<empty>,233,CACHES,,,82,,ANY
94489280667,LOCAL,,CELERY_BROKER_URL,1,,<empty>,241,CELERY_BROKER_URL,,,83,,ANY
94489280668,LOCAL,,CELERY_RESULT_BACKEND,1,,<empty>,242,CELERY_RESULT_BACKEND,,,84,,ANY
94489280669,LOCAL,,CELERY_ACCEPT_CONTENT,1,,<empty>,243,CELERY_ACCEPT_CONTENT,,,85,,ANY
94489280670,LOCAL,,CELERY_TASK_SERIALIZER,1,,<empty>,244,CELERY_TASK_SERIALIZER,,,86,,ANY
94489280671,LOCAL,,CELERY_RESULT_SERIALIZER,1,,<empty>,245,CELERY_RESULT_SERIALIZER,,,87,,ANY
94489280672,LOCAL,,tmp43,19,,<empty>,246,tmp43,,,88,,ANY
94489280673,LOCAL,,CELERY_TIMEZONE,1,,<empty>,246,CELERY_TIMEZONE,,,89,,ANY
94489280674,LOCAL,,CELERY_BEAT_SCHEDULER,1,,<empty>,247,CELERY_BEAT_SCHEDULER,,,90,,ANY
94489280675,LOCAL,,tmp44,35,,<empty>,248,tmp44,,,91,,ANY
94489280676,LOCAL,,CELERY_BROKER_TRANSPORT_OPTIONS,1,,<empty>,248,CELERY_BROKER_TRANSPORT_OPTIONS,,,92,,ANY
94489280677,LOCAL,,tmp45,18,,<empty>,252,tmp45,,,93,,ANY
94489280678,LOCAL,,tmp46,16,,<empty>,253,tmp46,,,94,,ANY
94489280679,LOCAL,,tmp47,19,,<empty>,255,tmp47,,,95,,ANY
94489280680,LOCAL,,CHANNEL_LAYERS,1,,<empty>,252,CHANNEL_LAYERS,,,96,,ANY
94489280681,LOCAL,,DEVICE_PING_NUMBER,1,,<empty>,261,DEVICE_PING_NUMBER,,,97,,ANY
94489280682,LOCAL,,WEBSOCKET_TOKEN_LIFETIME,1,,<empty>,262,WEBSOCKET_TOKEN_LIFETIME,,,98,,ANY
94489280683,LOCAL,,json,1,,<empty>,12,json,,,99,,ANY
94489280684,LOCAL,,import,1,,<empty>,12,import,,,100,,ANY
94489280685,LOCAL,,os,1,,<empty>,13,os,,,101,,ANY
94489280686,LOCAL,,timedelta,1,,<empty>,14,timedelta,,,102,,ANY
94489280687,LOCAL,,Path,1,,<empty>,15,Path,,,103,,ANY
94489280688,LOCAL,,__file__,17,,<empty>,18,__file__,,,104,,ANY
94489280689,LOCAL,,socket,5,,<empty>,37,socket,,,105,,ANY
94489280690,LOCAL,,schema_view,1,,<empty>,26,schema_view,,,1,,ANY
94489280691,LOCAL,,urlpatterns,1,,<empty>,36,urlpatterns,,,2,,ANY
94489280692,LOCAL,,settings,1,,<empty>,17,settings,,,3,,ANY
94489280693,LOCAL,,import,1,,<empty>,17,import,,,4,,ANY
94489280694,LOCAL,,static,1,,<empty>,18,static,,,5,,ANY
94489280695,LOCAL,,admin,1,,<empty>,19,admin,,,6,,ANY
94489280696,LOCAL,,path,1,,<empty>,20,path,,,7,,ANY
94489280697,LOCAL,,include,1,,<empty>,20,include,,,8,,ANY
94489280698,LOCAL,,re_path,1,,<empty>,20,re_path,,,9,,ANY
94489280699,LOCAL,,openapi,1,,<empty>,21,openapi,,,10,,ANY
94489280700,LOCAL,,get_schema_view,1,,<empty>,22,get_schema_view,,,11,,ANY
94489280701,LOCAL,,DebugPermission,1,,<empty>,24,DebugPermission,,,12,,ANY
94489280702,LOCAL,,tmp0,1,,<empty>,14,tmp0,,,1,,ANY
94489280703,LOCAL,,application,1,,<empty>,16,application,,,2,,ANY
94489280704,LOCAL,,os,1,,<empty>,10,os,,,3,,ANY
94489280705,LOCAL,,import,1,,<empty>,10,import,,,4,,ANY
94489280706,LOCAL,,get_wsgi_application,1,,<empty>,12,get_wsgi_application,,,5,,ANY
94489280707,LOCAL,,tmp0,1,,<empty>,9,tmp0,,,5,,ANY
94489280708,LOCAL,,logger,1,,<empty>,14,logger,,,6,,ANY
94489280709,LOCAL,,tmp1,16,,<empty>,16,tmp1,,,7,,ANY
94489280710,LOCAL,,RABBITMQ_DSN,1,,<empty>,16,RABBITMQ_DSN,,,8,,ANY
94489280711,LOCAL,,tmp2,28,,<empty>,17,tmp2,,,9,,ANY
94489280712,LOCAL,,RABBITMQ_EVENTS_EXCHANGE,1,,<empty>,17,RABBITMQ_EVENTS_EXCHANGE,,,10,,ANY
94489280713,LOCAL,,tmp3,31,,<empty>,18,tmp3,,,11,,ANY
94489280714,LOCAL,,RABBITMQ_EVENTS_ROUTING_KEY,1,,<empty>,18,RABBITMQ_EVENTS_ROUTING_KEY,,,12,,ANY
94489280715,LOCAL,,asyncio,1,,<empty>,1,asyncio,,,13,,ANY
94489280716,LOCAL,,import,1,,<empty>,1,import,,,14,,ANY
94489280717,LOCAL,,json,1,,<empty>,2,json,,,15,,ANY
94489280718,LOCAL,,logging,1,,<empty>,3,logging,,,16,,ANY
94489280719,LOCAL,,os,1,,<empty>,4,os,,,17,,ANY
94489280720,LOCAL,,aio_pika,1,,<empty>,6,aio_pika,,,18,,ANY
94489280721,LOCAL,,django,1,,<empty>,7,django,,,19,,ANY
94489280722,LOCAL,,ProcessRecognitionService,1,,<empty>,12,ProcessRecognitionService,,,20,,ANY
94489280723,LOCAL,,process_recognition,1,,<empty>,21,process_recognition,,,21,,ANY
94489280724,LOCAL,,main,1,,<empty>,29,main,,,22,,ANY
94489280725,LOCAL,,__name__,4,,<empty>,62,__name__,,,23,,ANY
94489280726,LOCAL,consumer.py:<module>.process_recognition:json,json,12,,<empty>,22,json,,,1,,ANY
94489280727,LOCAL,,data,5,,<empty>,22,data,,,2,,ANY
94489280728,LOCAL,consumer.py:<module>.process_recognition:logger,logger,5,,<empty>,23,logger,,,3,,ANY
94489280729,LOCAL,consumer.py:<module>.process_recognition:ProcessRecognitionService,ProcessRecognitionService,35,,<empty>,25,ProcessRecognitionService,,,4,,ANY
94489280730,LOCAL,,process_recognition_service,5,,<empty>,25,process_recognition_service,,,5,,ANY
94489280731,LOCAL,consumer.py:<module>.main:asyncio,asyncio,18,,<empty>,30,asyncio,,,1,,ANY
94489280732,LOCAL,,event_loop,5,,<empty>,30,event_loop,,,2,,ANY
94489280733,LOCAL,consumer.py:<module>.main:RABBITMQ_DSN,RABBITMQ_DSN,48,,<empty>,31,RABBITMQ_DSN,,,3,,ANY
94489280734,LOCAL,consumer.py:<module>.main:aio_pika,aio_pika,24,,<empty>,31,aio_pika,,,4,,ANY
94489280735,LOCAL,,connection,5,,<empty>,31,connection,,,5,,ANY
94489280736,LOCAL,,channel,5,,<empty>,33,channel,,,6,,ANY
94489280737,LOCAL,consumer.py:<module>.main:RABBITMQ_EVENTS_EXCHANGE,RABBITMQ_EVENTS_EXCHANGE,14,,<empty>,36,RABBITMQ_EVENTS_EXCHANGE,,,7,,ANY
94489280738,LOCAL,,exchange,5,,<empty>,35,exchange,,,8,,ANY
94489280739,LOCAL,,queue,5,,<empty>,42,queue,,,9,,ANY
94489280740,LOCAL,consumer.py:<module>.main:RABBITMQ_EVENTS_ROUTING_KEY,RABBITMQ_EVENTS_ROUTING_KEY,32,,<empty>,49,RABBITMQ_EVENTS_ROUTING_KEY,,,10,,ANY
94489280741,LOCAL,consumer.py:<module>.main:process_recognition,process_recognition,25,,<empty>,51,process_recognition,,,11,,ANY
94489280742,LOCAL,consumer.py:<module>.main:logger,logger,5,,<empty>,53,logger,,,12,,ANY
94489280743,LOCAL,,User,1,,<empty>,4,User,,,1,,ANY
94489280744,LOCAL,,tmp0,1,,<empty>,6,tmp0,,,2,,ANY
94489280745,LOCAL,,admin,1,,<empty>,1,admin,,,3,,ANY
94489280746,LOCAL,,import,1,,<empty>,1,import,,,4,,ANY
94489280747,LOCAL,,get_user_model,1,,<empty>,2,get_user_model,,,5,,ANY
94489280748,LOCAL,,CoreConfig,1,,<empty>,4,CoreConfig,,,3,,ANY
94489280749,LOCAL,,AppConfig,1,,<empty>,1,AppConfig,,,4,,ANY
94489280750,LOCAL,,import,1,,<empty>,1,import,,,5,,ANY
94489280751,LOCAL,,default_auto_field,5,,<empty>,5,default_auto_field,,,3,,ANY
94489280752,LOCAL,,name,5,,<empty>,6,name,,,4,,ANY
94489280753,LOCAL,,__newInstance,1,,<empty>,4,__newInstance,,,1,,ANY
94489280754,LOCAL,,help,1,,<empty>,1,help,,,3,,ANY
94489280755,LOCAL,,Command,1,,<empty>,5,Command,,,4,,ANY
94489280756,LOCAL,,get_user_model,1,,<empty>,1,get_user_model,,,5,,ANY
94489280757,LOCAL,,import,1,,<empty>,1,import,,,6,,ANY
94489280758,LOCAL,,BaseCommand,1,,<empty>,2,BaseCommand,,,7,,ANY
94489280759,LOCAL,,help,5,,<empty>,6,help,,,6,,ANY
94489280760,LOCAL,,add_arguments,5,,<empty>,8,add_arguments,,,7,,ANY
94489280761,LOCAL,,handle,5,,<empty>,12,handle,,,8,,ANY
94489280762,LOCAL,,__newInstance,1,,<empty>,5,__newInstance,,,1,,ANY
94489280763,LOCAL,core\\management\\commands\\create_admin.py:<module>.Command.handle:get_user_model,get_user_model,16,,<empty>,13,get_user_model,,,1,,ANY
94489280764,LOCAL,core\\management\\commands\\create_admin.py:<module>.Command.<body>:get_user_model,<captured>get_user_model,16,,<empty>,13,<captured>get_user_model,,,9,,ANY
94489280765,LOCAL,,User,9,,<empty>,13,User,,,2,,ANY
94489280766,LOCAL,,tmp1,16,,<empty>,14,tmp1,,,3,,ANY
94489280767,LOCAL,,tmp0,16,,<empty>,14,tmp0,,,4,,ANY
94489280768,LOCAL,,tmp2,13,,<empty>,15,tmp2,,,5,,ANY
94489280769,LOCAL,,Migration,1,,<empty>,9,Migration,,,3,,ANY
94489280770,LOCAL,,core,1,,<empty>,3,core,,,4,,ANY
94489280771,LOCAL,,import,1,,<empty>,3,import,,,5,,ANY
94489280772,LOCAL,,django,1,,<empty>,4,django,,,6,,ANY
94489280773,LOCAL,,migrations,1,,<empty>,5,migrations,,,7,,ANY
94489280774,LOCAL,,models,1,,<empty>,5,models,,,8,,ANY
94489280775,LOCAL,,initial,5,,<empty>,11,initial,,,4,,ANY
94489280776,LOCAL,,dependencies,5,,<empty>,13,dependencies,,,5,,ANY
94489280777,LOCAL,core\\migrations\\0001_initial.py:<module>.Migration.<body>:models,models,24,,<empty>,21,models,,,6,,ANY
94489280778,LOCAL,,tmp0,62,,<empty>,25,tmp0,,,7,,ANY
94489280779,LOCAL,core\\migrations\\0001_initial.py:<module>.Migration.<body>:django,django,244,,<empty>,25,django,,,8,,ANY
94489280780,LOCAL,,tmp1,244,,<empty>,25,tmp1,,,9,,ANY
94489280781,LOCAL,,tmp2,21,,<empty>,35,tmp2,,,10,,ANY
94489280782,LOCAL,core\\migrations\\0001_initial.py:<module>.Migration.<body>:core,core,29,,<empty>,41,core,,,11,,ANY
94489280783,LOCAL,,tmp3,29,,<empty>,41,tmp3,,,12,,ANY
94489280784,LOCAL,core\\migrations\\0001_initial.py:<module>.Migration.<body>:migrations,migrations,9,,<empty>,18,migrations,,,13,,ANY
94489280785,LOCAL,,operations,5,,<empty>,17,operations,,,14,,ANY
94489280786,LOCAL,,__newInstance,1,,<empty>,9,__newInstance,,,1,,ANY
94489280787,LOCAL,,Migration,1,,<empty>,8,Migration,,,3,,ANY
94489280788,LOCAL,,settings,1,,<empty>,3,settings,,,4,,ANY
94489280789,LOCAL,,import,1,,<empty>,3,import,,,5,,ANY
94489280790,LOCAL,,migrations,1,,<empty>,4,migrations,,,6,,ANY
94489280791,LOCAL,,models,1,,<empty>,4,models,,,7,,ANY
94489280792,LOCAL,,django,1,,<empty>,5,django,,,8,,ANY
94489280793,LOCAL,,dependencies,5,,<empty>,10,dependencies,,,3,,ANY
94489280794,LOCAL,core\\migrations\\0002_user_deleted_at_user_deleted_by_user_is_deleted.py:<module>.Migration.<body>:models,models,19,,<empty>,18,models,,,4,,ANY
94489280795,LOCAL,core\\migrations\\0002_user_deleted_at_user_deleted_by_user_is_deleted.py:<module>.Migration.<body>:migrations,migrations,9,,<empty>,15,migrations,,,5,,ANY
94489280796,LOCAL,core\\migrations\\0002_user_deleted_at_user_deleted_by_user_is_deleted.py:<module>.Migration.<body>:django,django,70,,<empty>,23,django,,,6,,ANY
94489280797,LOCAL,core\\migrations\\0002_user_deleted_at_user_deleted_by_user_is_deleted.py:<module>.Migration.<body>:settings,settings,143,,<empty>,23,settings,,,7,,ANY
94489280798,LOCAL,,operations,5,,<empty>,14,operations,,,8,,ANY
94489280799,LOCAL,,__newInstance,1,,<empty>,8,__newInstance,,,1,,ANY
94489280800,LOCAL,,Migration,1,,<empty>,6,Migration,,,3,,ANY
94489280801,LOCAL,,migrations,1,,<empty>,3,migrations,,,4,,ANY
94489280802,LOCAL,,import,1,,<empty>,3,import,,,5,,ANY
94489280803,LOCAL,,models,1,,<empty>,3,models,,,6,,ANY
94489280804,LOCAL,,dependencies,5,,<empty>,8,dependencies,,,3,,ANY
94489280805,LOCAL,core\\migrations\\0003_user_role.py:<module>.Migration.<body>:models,models,19,,<empty>,16,models,,,4,,ANY
94489280806,LOCAL,core\\migrations\\0003_user_role.py:<module>.Migration.<body>:migrations,migrations,9,,<empty>,13,migrations,,,5,,ANY
94489280807,LOCAL,,operations,5,,<empty>,12,operations,,,6,,ANY
94489280808,LOCAL,,__newInstance,1,,<empty>,6,__newInstance,,,1,,ANY
94489280809,LOCAL,,Migration,1,,<empty>,6,Migration,,,3,,ANY
94489280810,LOCAL,,migrations,1,,<empty>,3,migrations,,,4,,ANY
94489280811,LOCAL,,import,1,,<empty>,3,import,,,5,,ANY
